0	0	1.0080
0.0500	0	1.1009
0.1000	0	1.0710
0.1500	0	1.1568
0.2000	0	1.1658
0.2500	0	1.1816
0.3000	0	1.1942
0.3500	0	1.2383
0.4000	0	1.2645
0.4500	0	1.2697
0.5000	0	1.2844
0.5500	0	1.2893
0.6000	0	1.2771
0.6500	0	1.3069
0.7000	0	1.2630
0.7500	0	1.2198
0.8000	0	1.2228
0.8500	0	1.2853
0.9000	0	1.2202
0.9500	0	1.1911
1.0000	0	1.1745
1.0500	0	1.1552
1.1000	0	1.1379
1.1500	0	1.1129
1.2000	0	1.0928
1.2500	0	1.1032
1.3000	0	1.0425
1.3500	0	1.0394
1.4000	0	0.9969
1.4500	0	0.9552
1.5000	0	0.9018
1.5500	0	0.8713
1.6000	0	0.8424
1.6500	0	0.7852
1.7000	0	0.8268
1.7500	0	0.7660
1.8000	0	0.6939
1.8500	0	0.6522
1.9000	0	0.6358
1.9500	0	0.6213
2.0000	0	0.5638
2.0500	0	0.5068
2.1000	0	0.4813
2.1500	0	0.4677
2.2000	0	0.4613
2.2500	0	0.4018
2.3000	0	0.3917
2.3500	0	0.3283
2.4000	0	0.3089
2.4500	0	0.2828
2.5000	0	0.2141
2.5500	0	0.1718
2.6000	0	0.2042
2.6500	0	0.1653
2.7000	0	0.1692
2.7500	0	0.1170
2.8000	0	0.0858
2.8500	0	0.0598
2.9000	0	0.0645
2.9500	0	0.0401
3.0000	0	0.0281
3.0500	0	0.0336
3.1000	0	-0.0147
3.1500	0	-0.0837
3.2000	0	-0.0587
3.2500	0	-0.0434
3.3000	0	-0.1135
3.3500	0	-0.1052
3.4000	0	-0.1507
3.4500	0	-0.1204
3.5000	0	-0.1503
3.5500	0	-0.1842
3.6000	0	-0.1459
3.6500	0	-0.1190
3.7000	0	-0.1596
3.7500	0	-0.1845
3.8000	0	-0.1173
3.8500	0	-0.2065
3.9000	0	-0.1710
3.9500	0	-0.1825
4.0000	0	-0.1857
4.0500	0	-0.2033
4.1000	0	-0.2371
4.1500	0	-0.1929
4.2000	0	-0.2035
4.2500	0	-0.2401
4.3000	0	-0.1453
4.3500	0	-0.1719
4.4000	0	-0.2047
4.4500	0	-0.2293
4.5000	0	-0.2153
4.5500	0	-0.2057
4.6000	0	-0.1961
4.6500	0	-0.2117
4.7000	0	-0.2088
4.7500	0	-0.1964
4.8000	0	-0.2010
4.8500	0	-0.1504
4.9000	0	-0.1922
4.9500	0	-0.1530
5.0000	0	-0.1138
5.0500	0	-0.1781
5.1000	0	-0.1404
5.1500	0	-0.1600
5.2000	0	-0.1462
5.2500	0	-0.1659
5.3000	0	-0.0903
5.3500	0	-0.1218
5.4000	0	-0.1211
5.4500	0	-0.1124
5.5000	0	-0.1102
5.5500	0	-0.1247
5.6000	0	-0.0981
5.6500	0	-0.0663
5.7000	0	-0.0366
5.7500	0	-0.0773
5.8000	0	-0.1275
5.8500	0	-0.0362
5.9000	0	-0.0657
5.9500	0	-0.0274
6.0000	0	-0.0312
6.0500	0	-0.0508
6.1000	0	-0.0614
6.1500	0	-0.0074
6.2000	0	-0.0519
6.2500	0	-0.0436
6.3000	0	-0.0029
6.3500	0	-0.0124
6.4000	0	-0.0525
6.4500	0	-0.0174
6.5000	0	-0.0128
6.5500	0	-0.0092
6.6000	0	0.0053
6.6500	0	-0.0309
6.7000	0	-0.0062
6.7500	0	-0.0249
6.8000	0	0.0260
6.8500	0	0.0382
6.9000	0	0.0095
6.9500	0	0.0245
7.0000	0	0.0337
7.0500	0	0.0310
7.1000	0	0.0352
7.1500	0	0.0191
7.2000	0	0.0346
7.2500	0	-0.0019
7.3000	0	0.0390
7.3500	0	0.0564
7.4000	0	0.0259
7.4500	0	0.0310
7.5000	0	0.0751
7.5500	0	0.0278
7.6000	0	0.0368
7.6500	0	0.0501
7.7000	0	0.0141
7.7500	0	0.0401
7.8000	0	0.0597
7.8500	0	0.0435
7.9000	0	0.0387
