0.000	0.000	0.002
0.010	0.000	0.000
0.020	0.000	0.000
0.030	0.000	0.000
0.040	0.000	0.000
0.050	0.000	0.000
0.060	0.000	0.000
0.070	0.000	0.000
0.080	0.000	0.002
0.090	0.000	0.000
0.100	0.000	0.000
0.110	0.000	0.000
0.120	0.000	0.000
0.130	0.000	0.000
0.140	0.000	0.000
0.150	0.000	0.000
0.160	0.000	0.002
0.170	0.000	0.000
0.180	0.000	0.000
0.190	0.000	0.000
0.200	0.000	0.000
0.210	0.000	0.000
0.220	0.000	0.000
0.230	0.000	0.000
0.240	0.000	0.002
0.250	0.000	0.000
0.260	0.000	0.000
0.270	0.000	0.000
0.280	0.000	0.000
0.290	0.000	0.000
0.300	0.000	0.000
0.310	0.000	0.000
0.320	0.000	0.000
0.330	0.000	0.000
0.340	0.000	0.000
0.350	0.000	0.002
0.360	0.000	0.000
0.370	0.000	0.000
0.380	0.000	0.000
0.390	0.000	0.000
0.400	0.000	0.000
0.410	0.000	0.000
0.420	0.000	0.000
0.430	0.000	0.000
0.440	0.000	0.000
0.450	0.000	0.000
0.460	0.000	0.000
0.470	0.000	0.000
0.480	0.000	0.000
0.490	0.000	0.000
0.500	0.000	0.000
0.510	0.000	0.000
0.520	0.000	0.000
0.530	0.000	0.000
0.540	0.000	0.000
0.550	0.000	0.000
0.560	0.000	0.000
0.570	0.000	0.002
0.580	0.000	0.002
0.590	0.000	0.000
0.600	0.000	0.000
0.610	0.000	0.000
0.620	0.000	0.000
0.630	0.000	0.000
0.640	0.000	0.000
0.650	0.000	0.000
0.660	0.000	0.000
0.670	0.000	0.000
0.680	0.000	0.002
0.690	0.000	0.000
0.700	0.000	0.000
0.710	0.000	0.000
0.720	0.000	0.000
0.730	0.000	0.000
0.740	0.000	0.000
0.750	0.000	0.000
0.760	0.000	0.000
0.770	0.000	0.000
0.780	0.000	0.002
0.790	0.000	0.002
0.800	0.000	0.000
0.810	0.000	0.000
0.820	0.000	0.000
0.830	0.000	0.000
0.840	0.000	0.000
0.850	0.000	0.000
0.860	0.000	0.000
0.870	0.000	0.000
0.880	0.000	0.000
0.890	0.000	0.000
0.900	0.000	0.000
0.910	0.000	0.000
0.920	0.000	0.000
0.930	0.000	0.000
0.940	0.000	0.000
0.950	0.000	0.000
0.960	0.000	0.000
0.970	0.000	0.000
0.980	0.000	0.000
0.990	0.000	0.000
1.000	0.000	0.000
1.010	0.000	0.000
1.020	0.000	0.000
1.030	0.000	0.000
1.040	0.000	0.000
1.050	0.000	0.000
1.060	0.000	0.000
1.070	0.000	0.000
1.080	0.000	0.000
1.090	0.000	0.000
1.100	0.000	0.000
1.110	0.000	0.000
1.120	0.000	0.000
1.130	0.000	0.000
1.140	0.000	0.000
1.150	0.000	0.000
1.160	0.000	0.000
1.170	0.000	0.000
1.180	0.000	0.000
1.190	0.000	0.000
1.200	0.000	0.000
1.210	0.000	0.002
1.220	0.000	0.000
1.230	0.000	0.000
1.240	0.000	0.000
1.250	0.000	0.000
1.260	0.000	0.000
1.270	0.000	0.000
1.280	0.000	0.000
1.290	1.000	0.000
1.300	1.000	0.005
1.310	1.000	0.024
1.320	1.000	0.049
1.330	1.000	0.073
1.340	1.000	0.093
1.350	1.000	0.112
1.360	1.000	0.137
1.370	1.000	0.151
1.380	1.000	0.168
1.390	1.000	0.188
1.400	1.000	0.203
1.410	1.000	0.215
1.420	1.000	0.234
1.430	1.000	0.244
1.440	1.000	0.261
1.450	1.000	0.269
1.460	1.000	0.286
1.470	1.000	0.295
1.480	1.000	0.308
1.490	1.000	0.320
1.500	1.000	0.330
1.510	1.000	0.342
1.520	1.000	0.349
1.530	1.000	0.359
1.540	1.000	0.371
1.550	1.000	0.376
1.560	1.000	0.386
1.570	1.000	0.388
1.580	1.000	0.398
1.590	1.000	0.408
1.600	1.000	0.422
1.610	1.000	0.425
1.620	1.000	0.437
1.630	1.000	0.444
1.640	1.000	0.452
1.650	1.000	0.457
1.660	1.000	0.459
1.670	1.000	0.466
1.680	1.000	0.466
1.690	1.000	0.474
1.700	1.000	0.476
1.710	1.000	0.486
1.720	1.000	0.486
1.730	1.000	0.496
1.740	1.000	0.493
1.750	1.000	0.503
1.760	1.000	0.500
1.770	1.000	0.510
1.780	1.000	0.508
1.790	1.000	0.522
1.800	1.000	0.520
1.810	1.000	0.537
1.820	1.000	0.537
1.830	1.000	0.544
1.840	1.000	0.544
1.850	1.000	0.549
1.860	1.000	0.552
1.870	1.000	0.557
1.880	1.000	0.559
1.890	1.000	0.564
1.900	1.000	0.569
1.910	1.000	0.566
1.920	1.000	0.576
1.930	1.000	0.576
1.940	1.000	0.579
1.950	1.000	0.579
1.960	1.000	0.581
1.970	1.000	0.588
1.980	1.000	0.586
1.990	1.000	0.591
2.000	1.000	0.588
2.010	1.000	0.588
2.020	1.000	0.586
2.030	1.000	0.586
2.040	1.000	0.596
2.050	1.000	0.596
2.060	1.000	0.598
2.070	1.000	0.593
2.080	1.000	0.591
2.090	1.000	0.596
2.100	1.000	0.596
2.110	1.000	0.601
2.120	1.000	0.603
2.130	1.000	0.601
2.140	1.000	0.605
2.150	1.000	0.601
2.160	1.000	0.605
2.170	1.000	0.603
2.180	1.000	0.601
2.190	1.000	0.610
2.200	1.000	0.615
2.210	1.000	0.610
2.220	1.000	0.605
2.230	1.000	0.613
2.240	1.000	0.610
2.250	1.000	0.615
2.260	1.000	0.618
2.270	1.000	0.613
2.280	1.000	0.620
2.290	1.000	0.618
2.300	1.000	0.618
2.310	1.000	0.618
2.320	1.000	0.620
2.330	1.000	0.627
2.340	1.000	0.625
2.350	1.000	0.623
2.360	1.000	0.627
2.370	1.000	0.625
2.380	1.000	0.627
2.390	1.000	0.625
2.400	1.000	0.625
2.410	1.000	0.635
2.420	1.000	0.632
2.430	1.000	0.627
2.440	1.000	0.630
2.450	1.000	0.627
2.460	1.000	0.627
2.470	1.000	0.627
2.480	1.000	0.625
2.490	1.000	0.632
2.500	1.000	0.627
2.510	1.000	0.620
2.520	1.000	0.627
2.530	1.000	0.625
2.540	1.000	0.630
2.550	1.000	0.630
2.560	1.000	0.627
2.570	1.000	0.632
2.580	1.000	0.627
2.590	1.000	0.623
2.600	1.000	0.627
2.610	1.000	0.630
2.620	1.000	0.635
2.630	1.000	0.635
2.640	1.000	0.627
